,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,last_trip_date,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,retention,rating_by_driver?,rating_of_driver?,King's Landing,Winterfell,Android,iPhone
11140,4.56,4.6,4.7,1.13,2014-06-29,2014-01-11,16.7,1,False,16.7,True,False,False,1,0,0,1
11141,3.13,4.3,4.0,1.0,2014-06-08,2014-01-02,0.0,0,True,0.0,True,False,False,0,1,0,1
11142,2.85,5.0,4.601696940726505,1.0,2014-06-20,2014-01-02,0.0,0,False,100.0,True,False,True,1,0,0,1
11143,2.46,4.9,4.9,1.0,2014-06-03,2014-01-01,0.0,3,True,82.4,True,False,False,0,0,0,1
11144,6.07,5.0,5.0,1.0,2014-05-07,2014-01-08,0.0,1,False,100.0,False,False,False,0,0,0,1
11145,9.51,5.0,3.7,1.0,2014-01-18,2014-01-18,0.0,3,False,0.0,False,False,False,1,0,1,0
11146,13.69,5.0,5.0,1.0,2014-02-17,2014-01-05,0.0,0,True,100.0,False,False,False,0,1,0,1
11147,3.91,5.0,5.0,1.0,2014-02-01,2014-01-16,0.0,3,False,66.7,False,False,False,0,1,0,1
11148,1.34,4.0,4.601696940726505,1.5,2014-06-19,2014-01-23,100.0,0,False,100.0,True,False,True,0,1,0,1
11149,3.68,4.7,4.5,1.0,2014-06-29,2014-01-27,0.0,11,True,44.0,True,False,False,0,1,0,1
11150,17.07,5.0,4.601696940726505,1.25,2014-01-18,2014-01-17,100.0,1,False,0.0,False,False,True,0,1,1,0
11151,10.29,4.5,4.0,1.0,2014-02-02,2014-01-31,0.0,2,False,0.0,False,False,False,0,1,1,0
11152,25.34,5.0,5.0,1.0,2014-01-20,2014-01-04,0.0,2,True,0.0,False,False,False,0,0,1,0
11153,1.76,5.0,4.0,1.0,2014-01-18,2014-01-18,0.0,1,False,0.0,False,False,False,0,1,1,0
11154,4.94,4.7,4.0,1.0,2014-06-08,2014-01-25,0.0,3,True,0.0,True,False,False,0,1,0,1
11155,2.12,4.8,5.0,1.75,2014-06-30,2014-01-07,50.0,1,False,50.0,True,False,False,0,0,0,1
11156,4.94,4.7,4.6,1.05,2014-06-28,2014-01-23,7.3,8,True,79.2,True,False,False,0,0,0,1
11157,1.7,5.0,4.7,1.05,2014-06-25,2014-01-01,20.0,0,True,100.0,True,False,False,1,0,0,1
11158,4.7,5.0,5.0,1.0,2014-01-06,2014-01-05,0.0,2,False,100.0,False,False,False,0,1,0,1
11159,1.65,4.3,4.601696940726505,1.0,2014-03-07,2014-01-21,0.0,1,False,100.0,False,False,True,0,0,1,0
11160,2.82,4.8,4.6,1.1,2014-06-01,2014-01-07,15.6,5,False,46.9,True,False,False,0,1,0,1
11161,1.99,5.0,5.0,1.08,2014-05-10,2014-01-29,33.3,1,True,33.3,False,False,False,0,0,0,1
11162,14.22,5.0,5.0,1.0,2014-01-20,2014-01-16,0.0,1,False,100.0,False,False,False,0,0,1,0
11163,1.76,5.0,5.0,1.1,2014-04-04,2014-01-16,20.0,0,False,100.0,False,False,False,0,1,0,1
11164,7.28,5.0,5.0,1.0,2014-01-20,2014-01-19,0.0,2,False,0.0,False,False,False,0,1,0,1
11165,2.17,5.0,5.0,1.63,2014-06-14,2014-01-08,50.0,0,False,0.0,True,False,False,0,1,0,1
11166,5.03,4.7,4.9,1.02,2014-06-22,2014-01-04,3.7,10,True,37.0,True,False,False,0,1,0,1
11167,12.57,3.0,5.0,1.0,2014-01-21,2014-01-15,0.0,1,True,100.0,False,False,False,0,0,1,0
11168,2.43,5.0,5.0,1.0,2014-05-17,2014-01-06,0.0,0,False,100.0,False,False,False,1,0,0,1
11169,2.01,5.0,5.0,1.0,2014-03-01,2014-01-11,0.0,0,True,33.3,False,False,False,0,0,0,1
11170,7.29,5.0,4.601696940726505,1.0,2014-01-30,2014-01-30,0.0,1,True,100.0,False,False,True,1,0,0,1
11171,4.44,3.5,4.0,1.0,2014-03-06,2014-01-13,0.0,1,False,100.0,False,False,False,0,0,1,0
11172,2.72,4.8,4.5,1.0,2014-05-31,2014-01-29,0.0,1,True,83.3,False,False,False,0,1,1,0
11173,2.29,3.5,1.0,1.0,2014-05-28,2014-01-07,0.0,0,False,100.0,False,False,False,1,0,0,1
11174,11.15,4.0,5.0,1.0,2014-02-20,2014-01-10,0.0,2,False,100.0,False,False,False,0,1,0,1
11175,15.23,5.0,5.0,1.0,2014-06-12,2014-01-16,0.0,2,True,100.0,True,False,False,0,1,0,1
11176,1.29,4.8,5.0,1.0,2014-06-28,2014-01-19,0.0,1,True,66.7,True,False,False,1,0,0,1
11177,3.34,5.0,5.0,1.0,2014-01-21,2014-01-21,0.0,2,False,100.0,False,False,False,0,1,1,0
11178,2.79,4.8,4.4,1.03,2014-06-24,2014-01-14,4.7,8,False,72.1,True,False,False,0,0,0,1
11179,7.23,4.5,4.2,1.0,2014-05-17,2014-01-26,0.0,26,True,65.7,False,False,False,0,0,0,1
11180,13.43,4.5,4.5,1.0,2014-01-23,2014-01-21,0.0,2,False,100.0,False,False,False,0,1,0,1
11181,6.4,4.7,5.0,1.0,2014-01-07,2014-01-04,0.0,3,False,66.7,False,False,False,0,0,0,1
11182,11.2,5.0,4.8,1.0,2014-01-18,2014-01-05,0.0,4,True,50.0,False,False,False,1,0,0,1
11183,4.26,4.7,2.9,1.19,2014-04-03,2014-01-21,23.8,13,False,52.4,False,False,False,0,1,1,0
11184,4.07,5.0,4.601696940726505,1.0,2014-04-12,2014-01-31,0.0,0,False,0.0,False,False,True,0,0,0,1
11185,2.5,5.0,4.601696940726505,1.0,2014-03-30,2014-01-22,0.0,0,False,0.0,False,False,True,0,0,1,0
11186,15.9,5.0,4.601696940726505,1.0,2014-04-18,2014-01-10,0.0,0,True,100.0,False,False,True,0,1,0,1
11187,13.84,5.0,5.0,1.0,2014-01-10,2014-01-10,0.0,1,False,100.0,False,False,False,1,0,1,0
11188,7.4,5.0,4.601696940726505,1.0,2014-06-20,2014-01-29,0.0,0,False,100.0,True,False,True,1,0,1,0
11189,3.75,4.7,5.0,1.0,2014-06-29,2014-01-31,0.0,1,True,40.0,True,False,False,0,1,0,1
11190,13.01,5.0,4.601696940726505,1.0,2014-06-26,2014-01-19,0.0,0,True,100.0,True,False,True,1,0,0,1
11191,6.54,4.8,4.3,1.0,2014-03-13,2014-01-30,0.0,0,False,100.0,False,False,False,1,0,0,1
11192,2.28,5.0,4.0,1.0,2014-04-18,2014-01-20,0.0,0,False,100.0,False,False,False,1,0,0,1
11193,4.54,4.7,4.9,1.0,2014-06-15,2014-01-07,0.0,10,False,71.4,True,False,False,0,1,0,1
11194,4.04,4.8,3.8,1.04,2014-06-24,2014-01-01,4.8,6,False,81.0,True,False,False,0,1,0,1
11195,10.8,5.0,4.601696940726505,1.0,2014-01-01,2014-01-01,0.0,1,False,100.0,False,False,True,0,0,0,1
11196,2.76,5.0,5.0,1.25,2014-06-12,2014-01-17,100.0,0,False,100.0,True,False,False,0,1,0,1
11197,2.95,4.7,3.6,1.11,2014-06-29,2014-01-17,18.2,15,True,56.8,True,False,False,0,1,0,1
11198,2.09,4.6,3.8,1.02,2014-06-23,2014-01-07,4.3,3,True,78.3,True,False,False,0,1,0,1
11199,14.43,5.0,5.0,1.0,2014-01-26,2014-01-01,0.0,1,False,0.0,False,False,False,0,1,0,1
11200,9.93,4.4,5.0,1.0,2014-06-13,2014-01-10,0.0,1,False,81.3,True,False,False,0,1,0,1
11201,2.55,5.0,2.5,1.0,2014-03-21,2014-01-18,0.0,1,False,66.7,False,False,False,0,0,1,0
11202,12.9,4.0,4.601696940726505,1.0,2014-01-16,2014-01-07,0.0,1,True,100.0,False,False,True,0,1,0,1
11203,11.16,5.0,4.601696940726505,1.0,2014-06-11,2014-01-05,0.0,0,False,100.0,True,False,True,0,0,0,1
11204,13.19,5.0,5.0,1.0,2014-06-30,2014-01-11,0.0,1,False,33.3,True,False,False,1,0,0,1
11205,14.14,4.8,4.7,1.13,2014-04-07,2014-01-28,25.0,2,False,75.0,False,False,False,0,0,0,1
11206,2.41,5.0,4.601696940726505,1.0,2014-03-16,2014-01-30,0.0,0,False,0.0,False,False,True,0,1,1,0
11207,1.62,4.8,4.6,1.0,2014-03-23,2014-01-28,0.0,5,False,50.0,False,False,False,0,1,1,0
11208,6.22,4.6,4.7,1.0,2014-04-14,2014-01-14,0.0,0,False,57.9,False,False,False,0,1,0,1
11209,11.26,5.0,5.0,1.28,2014-07-01,2014-01-20,43.5,4,True,91.3,True,False,False,1,0,0,1
11210,2.92,4.7,3.8,1.58,2014-05-01,2014-01-18,33.3,1,False,66.7,False,False,False,0,0,1,0
11211,2.59,4.8,5.0,1.0,2014-06-28,2014-01-25,0.0,2,False,80.0,True,False,False,1,0,0,1
11212,11.17,4.5,3.6,1.0,2014-06-18,2014-01-28,0.0,11,True,98.4,True,False,False,0,0,0,1
11213,4.68,5.0,5.0,1.06,2014-04-11,2014-01-18,25.0,3,False,100.0,False,False,False,0,1,1,0
11214,2.8,5.0,3.8,1.0,2014-05-21,2014-01-25,0.0,7,False,58.3,False,False,False,0,1,1,0
11215,8.2,5.0,5.0,1.0,2014-05-16,2014-01-04,0.0,0,False,60.0,False,False,False,0,0,0,1
11216,2.48,4.8,5.0,1.0,2014-06-10,2014-01-03,0.0,4,True,61.5,True,False,False,0,0,0,1
11217,1.96,4.8,5.0,1.19,2014-06-14,2014-01-04,50.0,2,False,25.0,True,False,False,0,0,1,0
11218,3.17,5.0,5.0,1.0,2014-01-09,2014-01-07,0.0,1,True,100.0,False,False,False,0,1,1,0
11219,1.52,5.0,4.601696940726505,1.0,2014-01-06,2014-01-05,0.0,1,False,0.0,False,False,True,0,1,1,0
11220,1.88,5.0,4.0,1.0,2014-01-17,2014-01-16,0.0,1,False,100.0,False,False,False,0,1,0,1
11221,1.55,5.0,4.0,1.0,2014-02-09,2014-01-25,0.0,1,False,0.0,False,False,False,0,1,1,0
11222,6.89,5.0,4.0,1.0,2014-03-18,2014-01-23,0.0,0,False,100.0,False,False,False,0,0,1,0
11223,2.97,5.0,5.0,1.0,2014-04-26,2014-01-25,0.0,2,False,0.0,False,False,False,0,1,0,1
11224,3.39,5.0,5.0,1.13,2014-01-04,2014-01-04,50.0,2,False,0.0,False,False,False,0,0,0,1
11225,3.18,5.0,5.0,1.0,2014-01-18,2014-01-16,0.0,2,False,50.0,False,False,False,1,0,1,0
11226,3.55,4.9,4.7,1.17,2014-05-25,2014-01-20,25.0,9,True,66.7,False,False,False,1,0,0,1
11227,0.45,4.0,4.0,1.0,2014-05-10,2014-01-13,0.0,0,False,0.0,False,False,False,0,0,0,1
11228,3.87,4.3,5.0,1.0,2014-02-01,2014-01-16,0.0,4,True,75.0,False,False,False,0,0,1,0
11229,1.34,3.7,5.0,1.0,2014-01-26,2014-01-25,0.0,3,True,0.0,False,False,False,0,1,0,1
11230,7.02,5.0,5.0,1.0,2014-06-21,2014-01-11,0.0,2,False,60.0,True,False,False,0,1,0,1
11231,3.17,4.777433606104486,4.601696940726505,1.0,2014-01-26,2014-01-26,0.0,1,True,0.0,False,True,True,0,1,0,1
11232,3.69,5.0,5.0,1.0,2014-04-19,2014-01-05,0.0,0,True,100.0,False,False,False,0,0,1,0
11233,1.56,5.0,4.601696940726505,1.0,2014-01-28,2014-01-27,0.0,1,False,100.0,False,False,True,1,0,1,0
11234,5.45,4.3,4.5,1.0,2014-02-12,2014-01-15,0.0,3,True,100.0,False,False,False,0,0,0,1
11235,3.12,4.7,4.9,1.02,2014-07-01,2014-01-14,8.1,1,False,75.7,True,False,False,0,0,0,1
11236,1.83,4.6,5.0,1.09,2014-04-18,2014-01-16,11.8,4,False,47.1,False,False,False,0,0,1,0
11237,2.43,5.0,5.0,1.0,2014-01-23,2014-01-14,0.0,2,False,100.0,False,False,False,0,0,0,1
11238,7.38,4.4,4.2,1.0,2014-07-01,2014-01-31,0.0,0,True,60.0,True,False,False,0,0,1,0
11239,14.16,5.0,5.0,1.0,2014-01-04,2014-01-02,0.0,1,False,0.0,False,False,False,0,1,1,0
11240,3.69,4.0,4.0,1.0,2014-01-12,2014-01-11,0.0,1,False,0.0,False,False,False,0,1,1,0
11241,0.75,5.0,5.0,1.0,2014-01-14,2014-01-14,0.0,1,True,100.0,False,False,False,0,0,0,1
11242,1.91,5.0,5.0,1.0,2014-01-08,2014-01-08,0.0,1,False,100.0,False,False,False,0,1,1,0
11243,7.3,4.8,5.0,1.0,2014-06-22,2014-01-29,0.0,0,True,80.0,True,False,False,0,1,1,0
11244,48.87,5.0,4.601696940726505,1.0,2014-01-20,2014-01-13,0.0,1,True,100.0,False,False,True,0,0,1,0
11245,2.54,5.0,5.0,1.0,2014-05-03,2014-01-10,0.0,0,True,0.0,False,False,False,1,0,0,1
11246,1.73,4.5,3.0,1.0,2014-01-17,2014-01-11,0.0,2,False,50.0,False,False,False,0,1,1,0
11247,5.63,5.0,4.7,1.0,2014-06-28,2014-01-20,0.0,2,True,71.4,True,False,False,1,0,0,1
11248,6.09,4.0,4.5,1.0,2014-01-08,2014-01-05,0.0,2,False,100.0,False,False,False,0,0,0,1
11249,11.04,5.0,4.601696940726505,1.38,2014-02-05,2014-01-01,50.0,1,False,100.0,False,False,True,0,0,1,0
11250,5.91,5.0,5.0,1.0,2014-01-11,2014-01-10,0.0,1,False,100.0,False,False,False,1,0,0,1
11251,3.5,5.0,4.601696940726505,1.0,2014-06-20,2014-01-17,0.0,1,True,100.0,True,False,True,1,0,0,1
11252,6.83,5.0,5.0,1.22,2014-04-25,2014-01-09,22.2,1,False,77.8,False,False,False,0,0,0,1
11253,2.55,4.777433606104486,5.0,1.0,2014-02-07,2014-01-04,0.0,0,False,100.0,False,True,False,0,1,0,1
11254,4.07,5.0,5.0,1.0,2014-06-07,2014-01-04,0.0,2,True,0.0,True,False,False,0,0,0,1
11255,5.03,4.8,4.7,1.05,2014-07-01,2014-01-25,20.0,0,False,60.0,True,False,False,0,1,1,0
11256,2.26,5.0,4.601696940726505,1.0,2014-01-15,2014-01-12,0.0,1,False,100.0,False,False,True,0,1,1,0
11257,4.26,4.5,4.0,1.0,2014-03-12,2014-01-06,0.0,1,False,100.0,False,False,False,0,1,0,1
11258,3.19,5.0,4.6,1.0,2014-05-17,2014-01-18,0.0,1,False,54.5,False,False,False,0,0,0,1
11259,2.47,5.0,4.8,1.0,2014-01-30,2014-01-26,0.0,5,False,100.0,False,False,False,0,0,0,1
11260,0.0,5.0,4.601696940726505,1.0,2014-01-06,2014-01-05,0.0,1,False,100.0,False,False,True,1,0,0,1
11261,2.72,4.7,4.7,1.0,2014-04-13,2014-01-25,0.0,0,True,42.9,False,False,False,0,0,1,0
11262,4.05,4.8,4.9,1.1,2014-05-25,2014-01-24,11.8,7,False,47.1,False,False,False,0,1,1,0
11263,6.2,4.4,4.5,1.04,2014-05-26,2014-01-29,16.7,1,True,33.3,False,False,False,0,0,0,1
11264,4.94,5.0,5.0,1.13,2014-03-01,2014-01-25,50.0,0,False,50.0,False,False,False,0,1,1,0
11265,9.7,5.0,4.601696940726505,1.06,2014-06-14,2014-01-11,25.0,1,True,50.0,True,False,True,0,1,0,1
11266,1.69,4.3,5.0,1.0,2014-01-22,2014-01-21,0.0,4,False,100.0,False,False,False,0,0,0,1
11267,2.62,4.8,4.3,1.04,2014-07-01,2014-01-17,5.9,2,False,94.1,True,False,False,0,1,0,1
11268,7.37,4.7,4.5,1.0,2014-05-05,2014-01-05,0.0,3,False,50.0,False,False,False,0,1,1,0
11269,7.43,4.8,3.6,1.0,2014-03-06,2014-01-19,0.0,1,True,80.0,False,False,False,0,0,1,0
11270,4.47,5.0,5.0,1.0,2014-04-18,2014-01-27,0.0,0,True,50.0,False,False,False,0,0,0,1
11271,3.09,5.0,3.0,1.25,2014-06-29,2014-01-05,33.3,1,True,0.0,True,False,False,0,1,0,1
11272,4.06,5.0,4.601696940726505,1.0,2014-01-20,2014-01-20,0.0,1,True,100.0,False,False,True,0,0,0,1
11273,7.92,5.0,4.601696940726505,1.25,2014-01-20,2014-01-20,100.0,1,True,100.0,False,False,True,0,0,1,0
11274,1.66,5.0,4.8,1.0,2014-06-20,2014-01-22,0.0,7,True,100.0,True,False,False,1,0,0,1
11275,2.53,5.0,3.0,1.0,2014-02-18,2014-01-05,0.0,2,False,66.7,False,False,False,0,1,0,1
11276,8.12,4.9,4.6,1.07,2014-06-04,2014-01-17,10.0,5,True,60.0,True,False,False,1,0,0,1
11277,1.11,4.5,4.0,1.0,2014-05-02,2014-01-08,0.0,10,False,100.0,False,False,False,0,1,1,0
11278,1.89,5.0,5.0,1.08,2014-05-25,2014-01-03,16.7,3,False,50.0,False,False,False,0,0,0,1
11279,5.35,5.0,5.0,1.0,2014-02-15,2014-01-06,0.0,0,False,100.0,False,False,False,0,0,0,1
11280,4.54,4.3,3.3,1.5,2014-01-22,2014-01-15,33.3,3,False,66.7,False,False,False,0,1,0,1
11281,7.89,5.0,5.0,1.0,2014-03-22,2014-01-24,0.0,1,False,20.0,False,False,False,0,1,1,0
11282,3.35,4.8,4.5,1.13,2014-06-18,2014-01-10,33.3,1,False,66.7,True,False,False,0,0,0,1
11283,6.27,5.0,4.601696940726505,1.0,2014-05-14,2014-01-18,0.0,0,False,100.0,False,False,True,0,0,0,1
11284,7.9,4.7,4.3,1.0,2014-04-26,2014-01-17,0.0,2,False,66.7,False,False,False,0,1,1,0
11285,1.32,5.0,5.0,1.0,2014-01-25,2014-01-25,0.0,1,False,0.0,False,False,False,0,0,0,1
11286,20.85,5.0,5.0,1.0,2014-05-05,2014-01-09,0.0,1,False,100.0,False,False,False,0,0,0,1
11287,3.33,5.0,5.0,1.0,2014-06-30,2014-01-26,0.0,2,True,33.3,True,False,False,1,0,0,1
11288,5.83,5.0,4.7,1.13,2014-01-26,2014-01-10,25.0,4,True,0.0,False,False,False,0,1,0,1
11289,8.47,4.5,4.601696940726505,1.0,2014-06-01,2014-01-20,0.0,0,False,0.0,True,False,True,0,1,1,0
11290,1.49,5.0,5.0,1.0,2014-02-17,2014-01-10,0.0,0,False,0.0,False,False,False,0,0,0,1
11291,18.05,5.0,5.0,1.0,2014-06-16,2014-01-28,0.0,0,True,0.0,True,False,False,0,1,0,1
11292,2.06,4.8,5.0,1.0,2014-01-22,2014-01-15,0.0,4,False,75.0,False,False,False,0,0,1,0
11293,4.33,4.0,5.0,1.0,2014-02-02,2014-01-31,0.0,3,True,33.3,False,False,False,0,1,1,0
11294,13.89,5.0,4.0,1.0,2014-05-12,2014-01-15,0.0,0,False,100.0,False,False,False,0,1,1,0
11295,15.33,5.0,4.601696940726505,1.0,2014-06-26,2014-01-01,0.0,0,True,100.0,True,False,True,0,1,0,1
11296,1.99,5.0,4.601696940726505,1.0,2014-01-19,2014-01-08,0.0,1,True,0.0,False,False,True,0,1,0,1
11297,6.15,5.0,4.6,1.07,2014-06-29,2014-01-17,20.0,2,True,40.0,True,False,False,0,0,0,1
11298,12.5,4.9,4.8,1.0,2014-06-16,2014-01-13,0.0,3,False,65.6,True,False,False,1,0,1,0
11299,17.55,5.0,5.0,1.0,2014-01-16,2014-01-16,0.0,1,True,100.0,False,False,False,0,1,1,0
11300,3.9,5.0,5.0,1.0,2014-02-24,2014-01-18,0.0,0,False,100.0,False,False,False,0,1,1,0
11301,7.35,4.9,4.7,1.0,2014-06-18,2014-01-06,0.0,4,True,100.0,True,False,False,1,0,0,1
11302,18.83,3.7,5.0,1.0,2014-01-29,2014-01-04,0.0,3,True,100.0,False,False,False,0,1,0,1
11303,6.6,5.0,4.601696940726505,1.0,2014-05-22,2014-01-02,0.0,0,False,100.0,False,False,True,0,0,1,0
11304,2.36,5.0,2.8,1.33,2014-05-18,2014-01-25,33.3,0,False,0.0,False,False,False,0,1,0,1
11305,2.96,4.5,4.0,1.0,2014-06-27,2014-01-14,0.0,0,False,100.0,True,False,False,0,1,1,0
11306,2.15,4.3,5.0,1.0,2014-06-08,2014-01-25,0.0,0,False,25.0,True,False,False,1,0,0,1
11307,4.66,4.7,5.0,1.0,2014-06-25,2014-01-19,0.0,3,False,66.7,True,False,False,1,0,1,0
11308,14.31,5.0,5.0,1.0,2014-06-22,2014-01-14,0.0,0,False,0.0,True,False,False,1,0,0,1
11309,15.48,5.0,5.0,1.0,2014-06-30,2014-01-19,0.0,1,False,100.0,True,False,False,0,1,0,1
11310,9.07,4.4,4.7,1.0,2014-03-24,2014-01-19,0.0,0,True,20.0,False,False,False,0,1,0,1
11311,2.32,4.5,4.601696940726505,2.0,2014-01-12,2014-01-11,50.0,2,False,0.0,False,False,True,0,1,0,1
11312,2.5,5.0,5.0,1.67,2014-05-10,2014-01-11,33.3,1,False,66.7,False,False,False,0,0,0,1
11313,4.08,3.0,4.601696940726505,1.0,2014-05-11,2014-01-30,0.0,0,False,0.0,False,False,True,0,0,0,1
11314,1.82,5.0,5.0,1.0,2014-03-12,2014-01-28,0.0,2,True,100.0,False,False,False,0,1,0,1
11315,1.57,4.5,5.0,1.0,2014-06-13,2014-01-09,0.0,0,True,100.0,True,False,False,0,0,1,0
11316,1.16,5.0,5.0,1.0,2014-06-06,2014-01-24,0.0,2,True,100.0,True,False,False,0,1,0,1
11317,2.86,4.5,4.0,1.0,2014-06-22,2014-01-11,0.0,1,True,25.0,True,False,False,0,0,0,1
11318,3.25,5.0,5.0,1.03,2014-04-27,2014-01-25,12.5,4,False,75.0,False,False,False,0,1,0,1
11319,2.45,5.0,4.601696940726505,1.0,2014-01-24,2014-01-23,0.0,1,False,100.0,False,False,True,0,0,1,0
11320,2.0,4.0,4.0,1.02,2014-06-22,2014-01-31,10.0,5,True,65.0,True,False,False,0,0,1,0
11321,1.1,5.0,4.601696940726505,1.0,2014-01-24,2014-01-24,0.0,1,True,100.0,False,False,True,0,1,0,1
11322,27.59,5.0,5.0,1.0,2014-06-04,2014-01-31,0.0,5,False,80.0,True,False,False,1,0,1,0
11323,2.57,4.0,5.0,1.0,2014-01-26,2014-01-26,0.0,1,False,0.0,False,False,False,0,1,1,0
11324,5.45,5.0,5.0,1.0,2014-06-21,2014-01-25,0.0,0,False,0.0,True,False,False,0,0,0,1
11325,1.14,4.8,5.0,1.0,2014-03-01,2014-01-26,0.0,0,False,50.0,False,False,False,0,1,0,1
11326,2.62,5.0,4.5,1.33,2014-02-06,2014-01-25,33.3,3,False,33.3,False,False,False,0,0,0,1
11327,2.95,4.8,4.9,1.16,2014-06-22,2014-01-15,22.6,9,True,43.4,True,False,False,1,0,0,1
11328,4.5,5.0,5.0,1.0,2014-04-24,2014-01-22,0.0,0,False,70.0,False,False,False,1,0,1,0
11329,3.62,4.8,4.8,1.0,2014-07-01,2014-01-07,0.0,1,True,91.7,True,False,False,1,0,0,1
11330,1.88,4.0,5.0,1.0,2014-02-11,2014-01-14,0.0,1,True,100.0,False,False,False,0,0,0,1
11331,2.74,4.9,4.8,1.0,2014-06-23,2014-01-31,0.0,8,True,71.8,True,False,False,1,0,0,1
11332,2.67,5.0,4.0,1.25,2014-03-21,2014-01-23,33.3,0,False,100.0,False,False,False,0,1,1,0
11333,15.42,5.0,5.0,1.0,2014-01-20,2014-01-16,0.0,1,False,100.0,False,False,False,0,1,1,0
11334,20.86,4.0,4.601696940726505,1.0,2014-01-11,2014-01-06,0.0,1,True,100.0,False,False,True,0,1,0,1
11335,3.99,5.0,4.601696940726505,1.0,2014-05-23,2014-01-27,0.0,0,False,100.0,False,False,True,0,0,0,1
11336,0.95,4.0,4.601696940726505,1.0,2014-06-04,2014-01-24,0.0,0,False,100.0,True,False,True,0,1,0,1
11337,5.92,5.0,4.601696940726505,1.0,2014-01-31,2014-01-25,0.0,1,False,100.0,False,False,True,0,1,1,0
11338,5.0,5.0,4.0,1.0,2014-02-21,2014-01-26,0.0,2,False,100.0,False,False,False,0,0,1,0
11339,3.71,4.5,4.601696940726505,1.0,2014-05-09,2014-01-07,0.0,1,True,100.0,False,False,True,0,1,1,0
11340,0.63,5.0,5.0,1.0,2014-01-31,2014-01-29,0.0,3,False,100.0,False,False,False,0,0,0,1
11341,4.0,5.0,5.0,1.0,2014-01-25,2014-01-23,0.0,5,False,100.0,False,False,False,0,0,1,0
11342,3.66,5.0,5.0,1.0,2014-02-08,2014-01-27,0.0,2,False,100.0,False,False,False,1,0,0,1
11343,2.81,4.8,4.5,1.2,2014-06-28,2014-01-22,26.1,27,True,69.7,True,False,False,1,0,0,0
11344,3.01,5.0,4.0,1.0,2014-03-02,2014-01-22,0.0,1,True,50.0,False,False,False,0,1,0,1
11345,4.6,5.0,4.601696940726505,1.0,2014-03-02,2014-01-27,0.0,1,False,0.0,False,False,True,0,1,0,1
11346,2.84,4.8,4.0,1.1,2014-06-29,2014-01-07,15.4,4,False,69.2,True,False,False,0,1,0,1
11347,3.95,4.8,5.0,1.0,2014-03-11,2014-01-24,0.0,2,False,100.0,False,False,False,0,0,1,0
11348,14.78,5.0,4.0,1.0,2014-02-01,2014-01-30,0.0,1,True,0.0,False,False,False,0,0,0,1
11349,10.78,5.0,5.0,1.0,2014-03-16,2014-01-24,0.0,0,True,0.0,False,False,False,0,1,1,0
11350,4.81,4.5,5.0,1.0,2014-06-27,2014-01-01,0.0,2,False,100.0,True,False,False,0,1,0,1
11351,4.29,4.6,5.0,1.0,2014-05-18,2014-01-06,0.0,3,False,23.1,False,False,False,0,1,1,0
11352,2.36,4.0,5.0,1.0,2014-02-01,2014-01-24,0.0,1,True,100.0,False,False,False,0,0,0,1
11353,17.9,5.0,4.601696940726505,1.0,2014-02-01,2014-01-19,0.0,1,True,0.0,False,False,True,0,1,0,1
11354,11.2,5.0,5.0,1.0,2014-06-24,2014-01-18,0.0,0,True,100.0,True,False,False,1,0,0,1
11355,4.53,4.7,5.0,1.0,2014-06-27,2014-01-22,0.0,3,True,87.5,True,False,False,0,1,0,1
11356,7.46,4.5,4.3,1.0,2014-06-08,2014-01-14,0.0,4,True,50.0,True,False,False,0,1,0,1
11357,6.86,5.0,4.2,1.1,2014-06-04,2014-01-08,5.6,6,True,44.4,True,False,False,0,0,0,1
11358,18.94,4.7,4.7,1.0,2014-04-05,2014-01-11,0.0,0,False,66.7,False,False,False,0,0,1,0
11359,2.83,5.0,4.601696940726505,1.0,2014-06-27,2014-01-13,0.0,1,True,100.0,True,False,True,1,0,0,1
11360,3.94,4.6,4.3,1.0,2014-05-09,2014-01-29,0.0,1,True,100.0,False,False,False,0,0,1,0
11361,13.22,5.0,5.0,1.0,2014-03-21,2014-01-18,0.0,0,True,100.0,False,False,False,1,0,1,0
11362,11.99,5.0,5.0,1.0,2014-03-24,2014-01-19,0.0,2,False,33.3,False,False,False,1,0,0,1
11363,6.46,5.0,3.0,1.0,2014-01-25,2014-01-24,0.0,1,True,100.0,False,False,False,0,1,0,1
11364,4.79,4.5,4.8,1.02,2014-06-29,2014-01-17,2.2,7,True,34.8,True,False,False,0,1,0,1
11365,2.11,5.0,4.601696940726505,1.0,2014-02-16,2014-01-05,0.0,1,False,0.0,False,False,True,0,0,1,0
11366,5.02,5.0,4.601696940726505,1.0,2014-01-12,2014-01-07,0.0,1,False,0.0,False,False,True,0,1,0,1
11367,3.94,5.0,5.0,1.0,2014-01-19,2014-01-14,0.0,4,False,75.0,False,False,False,0,1,1,0
11368,3.22,5.0,4.601696940726505,1.0,2014-01-30,2014-01-29,0.0,1,False,100.0,False,False,True,0,1,0,1
11369,7.18,4.7,4.1,1.0,2014-06-17,2014-01-16,0.0,3,False,91.7,True,False,False,1,0,0,1
11370,2.98,5.0,5.0,1.22,2014-05-04,2014-01-23,25.0,4,False,75.0,False,False,False,0,0,1,0
11371,3.36,4.0,5.0,1.0,2014-05-21,2014-01-20,0.0,0,False,50.0,False,False,False,0,0,0,1
